Host Name;DNS name 1;DNS name 2;State;Responsable;Critical;Priority;Type;Virt. Plataform;Fail Over Cluster or VMwware Datacenter;Business Function;Application name;Environment;Contact Team;Data center;Domain;Operating System;Time Zone;Network Adapter;MAC Address;IP Address Adapter 1;IP Address Adapter 2;IP Address Adapter 3;IP Address Adapter 4;Default Gateway;DNS Primary;DNS Secondary;SERVER MAKE;SERVER MODEL;SERVER TYPE;Console Remote Access;Service Tag (serial);Warranty end
CANSAPP107PY;cansapp107py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;ActiveMQ - CAE PY;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3D-86;10.30.22.188/22;;;;10.30.20.1;10.30.22.138;10.30.22.140;;;;None;None;None
CANSAPP108;cansapp108.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;CANOAS;Application Server;SolarWinds ;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC) Dublin, Edinburgh, Lisbon, London;vmxnet3 Ethernet Adapter;00:50:56:B8:AF:67;10.30.22.185/22.OLD;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP109;cansapp109.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;CANOAS;Application Server;SolarWinds ;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;;10.30.20.19/22.OLD;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP11;CANSAPP11.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;IN-OUT Interfaces Softcomex;PY;Gabriela Pandolfo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(UTC-03:00) Brasilia;;;10.30.20.230/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP11.old;cansapp11.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;interface (SoftComex);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:C1:34;10.30.20.164/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP110;cansapp110.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;IIS, AgcoOnline, Implementos;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-02-F8;10.30.168.72/22;;;;10.30.168.3;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP110DV;cansapp110dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;AgcoOnline;DV;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.21.19/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP110PP;cansapp110pp.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;Webservice AGCO Online (IIS);PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.168.90/22;10.30.23.91/22;;;10.30.168.3;10.30.168.15;10.30.22.138;;;;None;None;None
CANSAPP110PY;cansapp110py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;AgcoOnline;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.168.73/24;;;;10.30.168.3;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP111;cansapp111.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;None;None;Application Server;Automation Studio License Management;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Enterprise (64-bit);(GMT-03:00) Brasilia;Broadcom NetXtreme Gigabit Ethernet #4;00:0A:F7:45:32:BB;10.30.22.168/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;R420;PowerEdge ;Configuration Needed;95V8LZ1;08/03/2019
CANSAPP112;cansapp112.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;AutoSIB;PD;Fernanda Mancuso;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-D7-25;10.30.20.82/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP113;cansapp113.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;NGINX, AgcoOnline, Implementos, WMS;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-F0-0B;10.30.168.66/24;;;;10.30.168.3;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP113DV;CANSAPP113DV.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;VMware;CANOAS;Infrastructure Server;AGCO Online;DV;Ana vier;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);;;;10.30.168.171/22;;;;10.30.168.3;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP113PP;cansapp113pp.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;Reverse Proxy AGCO Online (nginx);PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.168.89/22;;;;10.30.168.3;10.30.168.15;10.30.22.138;;;;None;None;None
CANSAPP113PY;cansapp113py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;AgcoOnline;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.168.67/24;;;;10.30.168.3;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP114;cansapp114.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Cisco DCM;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-A2-6F-3C;10.30.22.215/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP115PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;N/A;PY;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);;;;10.30.22.175;;;;10.30.20.1;10.30.20.140;10.30.22.139;;;;N/A;N/A;N/A
CANSAPP11PP;CANSAPP11PP.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;IN-OUT Interfaces Softcomex;PP;Gabriela Pandolfo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(UTC-03:00) Brasilia;;;10.30.20.243/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP11pp Old;CANSAPP11pp.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Unknown;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.21.36;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP11PY;CANSAPP11PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;IN-OUT Interfaces Softcomex;PY;Gabriela Pandolfo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(UTC-03:00) Brasilia;;;10.30.20.196/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP11PY.old;cansapp11py.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Softcomex Homologaç;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-45-86;10.30.20.198/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP12;cansapp12.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;CANOAS;Application Server;DataWareHouse;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(UTC-03:00) Brasilia;Broadcom BCM5708C NetXtreme II GigE (NDISVBD Client);00-1E-C9-EC-78-C2;10.30.20.167/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;2950;PowerEdge ;N/A;N/A;N/A
CANSAPP120PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;Application Server;SolarWinds;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3E-70;10.30.22.32.old;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP122PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;Application Server;Solarwinds Homologaç;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3E-76;10.30.21.15;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;N/A;N/A;N/A
CANSAPP124;None;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;N/A;N/A;Application Server;Jetty PD;PD;Gilton Santos;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection ;00:50:56:B8:7C:2F;10.30.22.8;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP124DV;cansapp124dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Jetty DV;DV;Gilton Santos;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-45-70;10.30.22.41/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP124PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;Application Server;Jetty PY;PY;Gilton Santos;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-B8-1B-44;10.30.22.9;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP126PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;Application Server;PRTG Administrator;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-B8-14-EC;10.30.22.27;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP128;cansapp128.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Giftshop;PD;Gilton Santos;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-B8-CD-1C;10.30.22.59/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP129;cansapp129.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Commander SABIS Integration;PD;Karina de Oliveira;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-B8-B4-EB;10.30.20.71/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP129DV;cansapp129dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto Commander DV;DV;Karina de Oliveira;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-E2-16;10.30.20.17/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP129PY;cansapp129py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto Commander PY;PY;Karina de Oliveira;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-15-5D-14-45-87;10.30.20.37/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP13;cansapp13.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P3;Virtual;VMware;CANOAS;Application Server;NFE Legado;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:11:31;10.30.20.96/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP130;cansapp130.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Camel: comunicaç com SEFAZ para QE-1112;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection;00-50-56-B8-E7-B0;10.30.20.11/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP132;cansapp132.sa.agcocorp.com;;OPERATING;INTEROP;YES;P3;Virtual;VMware;CANOAS;Application Server;DDI;PD;Lissiane Azeredo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-96-FD;10.30.20.42/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP132DV;cansapp132dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Jetty DV;DV;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3D-D2;10.30.21.56/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP132PP;CANSAPP132PP.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;DDI - PP - Lisiane Azeredo;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.124/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP132PY;cansapp132py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Ambiente DDI;PY;Lissiane Azeredo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3D-D8;10.30.22.81/22;;;;10.30.20.1;10.30.22.139;10.30.20.12;;;;None;None;None
CANSAPP133;None;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;N/A;N/A;Infrastructure Server;VM Template;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-16-2E-46;10.30.22.77;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP134;cansapp134.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Console Acesso Links AT&T;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-50-56-B8-DE-A7;10.30.21.55/22;;;;10.30.20.1;10.30.22.139;10.30.22.12;;;;None;None;None
CANSAPP135PY;cansapp135py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Jetty;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.22.86/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP136PY;cansapp136py.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;ActiveMQ, Integrador ECF;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.21.57/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP137;cansapp137.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;SawluzNFE, Interface (SawluzNFE);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.241/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP137PP;cansapp137pp.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;NFE Sawluz;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;00-50-56-B8-DD-29;10.30.22.92/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSAPP137PP;cansapp137pp.sa.agcocorp.com;;IMPLEMENTING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;NFE - Sawluz;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.126/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP137PY;cansapp137py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;NFE Sawluz;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.64/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP138;cansapp138.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Feature Unlock;PD;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.220;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP138DV;cansapp138dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Unknown;DV;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.225;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP138PY;cansapp138py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Unknown;PY;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.235;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP139;cansapp139.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;3PL-WMS integration, Jetty;PD;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.177/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP139DV;cansapp139dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto WMS DHL Parts;DV;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);(UTC-03:00) Brasilia;;;10.30.20.139/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP139PY;cansapp139py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto WMS DHL Parts;PY;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);(UTC-03:00) Brasilia;;;10.30.20.178/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP14;cansapp14.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;ECF;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.21/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP141;CANSAPP141.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Aplicaç Feature Unlock;PD;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.22.109/22;;;;10.30.20.1;10.30.20.140;10.30.22.139;;;;None;None;None
CANSAPP141DV;CANSAPP141DV.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Aplicaç Feature Unlock;DV;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.22.172;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP141PP;CANSAPP141PP.sa.agcocorp.com;;OPERATING;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;API de fretes para o Agcoonline ;PP;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 16 Linux (64-bit);(UTC-03:00) Brasilia;;;10.30.23.123/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP141PY;CANSAPP141PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Aplicaç Feature Unlock;PY;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.22.174;;;;10.30.20.1;10.30.20.140;10.30.22.139;;;;None;None;None
CANSAPP142DV;"
cansapp142dv.sa.agcocorp.com
";;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Rundeck Windows Agent DV;DV;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasía;;;10.30.23.31;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSAPP142PY;cansapp142py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Rundeck Windows Agent DV;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasía;;;10.30.23.32;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSAPP143;cansapp143.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Projeto Help Chain;PD;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;00:50:56:b8:ca:9a;10.30.23.45/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP143DV;CANSAPP143DV.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto Help Chain;DV;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.23.44/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP143PY;cansapp1443py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Projeto Help Chain;PY;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.23.43;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP149;CANSAPP149.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Citrix;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.101/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP14PP;cansapp14PP.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;No;P3;Virtual;VMware;CANOAS;Application Server;APP ECF AMBIENTE PP - PROJETO ERPC;PP;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.34;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSAPP14PY;cansapp14py.sa.agcocorp.com;;OPERATING;INTEROP;YES;P3;Virtual;VMware;CANOAS;Application Server;ECF;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.21.15/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP15;CANSAPP15.sa.agcocorp.com;HORACIUS.sa.agcocorp.com;OPERATING;E-TRUST;YES;P1;Physical;None;None;Application Server;Horacius;PD;Hefer Dias;AGCO BR - Canoas;None;CentOS 6 (64-bit);(UTC-03:00) Brasilia;;;10.30.20.245;;;;10.30.20.1;10.30.20.140;10.30.22.139;;;;https://canscmc02 (slot 16);DW1X2V1;22/092017
CANSAPP150;cansapp150.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;XenDesktop DDC#1;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.22.109/;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSAPP151;cansapp151.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;XenDesktop DDC#2;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.22.110;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
